Time_(s), Base_Joint_Velocity_(rad/s), Shoulder_Joint_Velocity_(rad/s), Elbow_Joint_Velocity_(rad/s), Wrist_Pitch_Joint_Velocity_(rad/s), Wrist_Roll_Joint_Velocity_(rad/s)
25.463, 0.13503, 0.35000, -0.33859, -0.41751, -0.81976
25.475, 0.13503, 0.35000, -0.33859, -0.41752, -0.81976
25.488, 0.13503, 0.35000, -0.33859, -0.41752, -0.81976
25.500, 0.13503, 0.35000, -0.33859, -0.41752, -0.81976
25.513, 0.13503, 0.35000, -0.33859, -0.41751, -0.81976
25.525, 0.13503, 0.35000, -0.33859, -0.41747, -0.81976
25.538, 0.13503, 0.35000, -0.33859, -0.41736, -0.81976
25.550, 0.13502, 0.35000, -0.33859, -0.41718, -0.81976
25.563, 0.13497, 0.35000, -0.33859, -0.41695, -0.81976
25.575, 0.13490, 0.35000, -0.33859, -0.41666, -0.81976
25.588, 0.13480, 0.35000, -0.33859, -0.41631, -0.81976
25.600, 0.13467, 0.35000, -0.33859, -0.41590, -0.81976
25.613, 0.13451, 0.35000, -0.33859, -0.41544, -0.81976
25.625, 0.13433, 0.35000, -0.33859, -0.41492, -0.81976
25.638, 0.13411, 0.35000, -0.33859, -0.41434, -0.81976
25.650, 0.13387, 0.35000, -0.33859, -0.41370, -0.81976
25.663, 0.13359, 0.35000, -0.33859, -0.41300, -0.81976
25.675, 0.13329, 0.35000, -0.33859, -0.41225, -0.81976
25.688, 0.13296, 0.35000, -0.33859, -0.41143, -0.81976
25.700, 0.13261, 0.35000, -0.33859, -0.41056, -0.81976
25.713, 0.13222, 0.35000, -0.33859, -0.40963, -0.81976
25.725, 0.13181, 0.35000, -0.33859, -0.40864, -0.81976
25.738, 0.13136, 0.35000, -0.33859, -0.40760, -0.81976
25.750, 0.13089, 0.35000, -0.33859, -0.40649, -0.81976
25.763, 0.13039, 0.35000, -0.33859, -0.40533, -0.81976
25.775, 0.12986, 0.35000, -0.33859, -0.40411, -0.81976
25.788, 0.12931, 0.35000, -0.33859, -0.40283, -0.81976
25.800, 0.12872, 0.35000, -0.33859, -0.40149, -0.81976
25.813, 0.12811, 0.35000, -0.33859, -0.40010, -0.81976
25.825, 0.12746, 0.35000, -0.33859, -0.39864, -0.81976
25.838, 0.12679, 0.35000, -0.33859, -0.39713, -0.81976
25.850, 0.12609, 0.35000, -0.33859, -0.39556, -0.81976
25.863, 0.12536, 0.35000, -0.33859, -0.39393, -0.81976
25.875, 0.12461, 0.35000, -0.33859, -0.39224, -0.81976
25.888, 0.12382, 0.35000, -0.33859, -0.39050, -0.81976
25.900, 0.12301, 0.35000, -0.33859, -0.38870, -0.81976
25.913, 0.12217, 0.35000, -0.33859, -0.38683, -0.81976
25.925, 0.12130, 0.35000, -0.33859, -0.38492, -0.81976
25.938, 0.12040, 0.35000, -0.33859, -0.38294, -0.81976
25.950, 0.11947, 0.35000, -0.33859, -0.38090, -0.81976
25.963, 0.11851, 0.35000, -0.33859, -0.37881, -0.81976
25.975, 0.11753, 0.35000, -0.33859, -0.37665, -0.81976
25.988, 0.11652, 0.35000, -0.33859, -0.37444, -0.81976
26.000, 0.11550, 0.35000, -0.33859, -0.37217, -0.81976
26.013, 0.11449, 0.35000, -0.33859, -0.36985, -0.81976
26.025, 0.11348, 0.35000, -0.33859, -0.36746, -0.81976
26.038, 0.11246, 0.35000, -0.33859, -0.36502, -0.81976
26.050, 0.11145, 0.35000, -0.33859, -0.36252, -0.81976
26.063, 0.11044, 0.35000, -0.33859, -0.35996, -0.81976
26.075, 0.10942, 0.35000, -0.33859, -0.35734, -0.81976
26.088, 0.10841, 0.35000, -0.33859, -0.35466, -0.81976
26.100, 0.10740, 0.35000, -0.33859, -0.35193, -0.81976
26.113, 0.10639, 0.35000, -0.33859, -0.34913, -0.81976
26.125, 0.10537, 0.35000, -0.33859, -0.34628, -0.81976
26.138, 0.10436, 0.35000, -0.33859, -0.34337, -0.81976
26.150, 0.10335, 0.35000, -0.33859, -0.34040, -0.81976
26.163, 0.10233, 0.35000, -0.33859, -0.33738, -0.81976
26.175, 0.10132, 0.35000, -0.33859, -0.33429, -0.81976
26.188, 0.10031, 0.35000, -0.33859, -0.33115, -0.81976
26.200, 0.09929, 0.35000, -0.33859, -0.32795, -0.81976
26.213, 0.09828, 0.35000, -0.33859, -0.32469, -0.81976
26.225, 0.09727, 0.35000, -0.33859, -0.32137, -0.81976
26.238, 0.09626, 0.35000, -0.33859, -0.31800, -0.81976
26.250, 0.09524, 0.35000, -0.33859, -0.31457, -0.81976
26.263, 0.09423, 0.35000, -0.33859, -0.31107, -0.81976
26.275, 0.09322, 0.35000, -0.33859, -0.30752, -0.81976
26.288, 0.09220, 0.35000, -0.33859, -0.30392, -0.81976
26.300, 0.09119, 0.35000, -0.33859, -0.30025, -0.81976
26.313, 0.09018, 0.35000, -0.33859, -0.29652, -0.81976
26.325, 0.08917, 0.35000, -0.33859, -0.29274, -0.81976
26.338, 0.08815, 0.35000, -0.33859, -0.28890, -0.81976
26.350, 0.08714, 0.35000, -0.33859, -0.28500, -0.81976
26.363, 0.08613, 0.35000, -0.33859, -0.28104, -0.81976
26.375, 0.08511, 0.35000, -0.33859, -0.27703, -0.81976
26.388, 0.08410, 0.35000, -0.33859, -0.27295, -0.81976
26.400, 0.08309, 0.35000, -0.33859, -0.26882, -0.81976
26.413, 0.08207, 0.35000, -0.33859, -0.26463, -0.81976
26.425, 0.08106, 0.35000, -0.33859, -0.26039, -0.81976
26.438, 0.08005, 0.35000, -0.33859, -0.25607, -0.81976
26.450, 0.07904, 0.35000, -0.33859, -0.25171, -0.81976
26.463, 0.07802, 0.35000, -0.33859, -0.24735, -0.81976
26.475, 0.07701, 0.35000, -0.33859, -0.24299, -0.81976
26.488, 0.07600, 0.35000, -0.33859, -0.23863, -0.81976
26.500, 0.07498, 0.35000, -0.33859, -0.23428, -0.81976
26.513, 0.07397, 0.35000, -0.33859, -0.22992, -0.81976
26.525, 0.07296, 0.35000, -0.33859, -0.22556, -0.81976
26.538, 0.07194, 0.35000, -0.33859, -0.22120, -0.81976
26.550, 0.07093, 0.35000, -0.33859, -0.21684, -0.81976
26.563, 0.06992, 0.35000, -0.33859, -0.21249, -0.81970
26.575, 0.06891, 0.35000, -0.33859, -0.20813, -0.81921
26.588, 0.06789, 0.35000, -0.33859, -0.20377, -0.81827
26.600, 0.06688, 0.35000, -0.33859, -0.19941, -0.81689
26.613, 0.06587, 0.35000, -0.33859, -0.19505, -0.81508
26.625, 0.06485, 0.35000, -0.33859, -0.19070, -0.81282
26.638, 0.06384, 0.35000, -0.33859, -0.18634, -0.81012
26.650, 0.06283, 0.35000, -0.33859, -0.18198, -0.80698
26.663, 0.06182, 0.35000, -0.33859, -0.17762, -0.80340
26.675, 0.06080, 0.35000, -0.33859, -0.17326, -0.79938
26.688, 0.05979, 0.35000, -0.33859, -0.16890, -0.79492
26.700, 0.05878, 0.35000, -0.33859, -0.16455, -0.79002
26.713, 0.05776, 0.35000, -0.33859, -0.16020, -0.78468
26.725, 0.05675, 0.35000, -0.33860, -0.15590, -0.77890
26.738, 0.05574, 0.35000, -0.33859, -0.15166, -0.77267
26.750, 0.05472, 0.35000, -0.33859, -0.14749, -0.76601
26.763, 0.05371, 0.35000, -0.33860, -0.14338, -0.75890
26.775, 0.05270, 0.34999, -0.33850, -0.13932, -0.75136
26.788, 0.05169, 0.35002, -0.33811, -0.13532, -0.74337
26.800, 0.05067, 0.34996, -0.33744, -0.13138, -0.73494
26.813, 0.04966, 0.34967, -0.33649, -0.12750, -0.72608
26.825, 0.04865, 0.34904, -0.33526, -0.12367, -0.71677
26.838, 0.04763, 0.34811, -0.33374, -0.11991, -0.70702
26.850, 0.04662, 0.34687, -0.33194, -0.11620, -0.69683
26.863, 0.04561, 0.34531, -0.32986, -0.11255, -0.68620
26.875, 0.04460, 0.34344, -0.32749, -0.10896, -0.67513
26.888, 0.04358, 0.34126, -0.32485, -0.10543, -0.66361
26.900, 0.04257, 0.33876, -0.32191, -0.10195, -0.65166
26.913, 0.04156, 0.33595, -0.31870, -0.09853, -0.63927
26.925, 0.04054, 0.33283, -0.31520, -0.09518, -0.62643
26.938, 0.03953, 0.32940, -0.31142, -0.09188, -0.61316
26.950, 0.03852, 0.32565, -0.30736, -0.08863, -0.59944
26.963, 0.03750, 0.32160, -0.30301, -0.08545, -0.58529
26.975, 0.03649, 0.31723, -0.29838, -0.08232, -0.57069
26.988, 0.03548, 0.31254, -0.29347, -0.07926, -0.55565
27.000, 0.03447, 0.30755, -0.28828, -0.07625, -0.54017
27.013, 0.03345, 0.30224, -0.28280, -0.07330, -0.52426
27.025, 0.03244, 0.29662, -0.27704, -0.07040, -0.50789
27.038, 0.03143, 0.29069, -0.27099, -0.06757, -0.49112
27.050, 0.03041, 0.28444, -0.26467, -0.06479, -0.47432
27.063, 0.02940, 0.27789, -0.25806, -0.06208, -0.45752
27.075, 0.02839, 0.27102, -0.25116, -0.05942, -0.44072
27.088, 0.02737, 0.26383, -0.24399, -0.05681, -0.42392
27.100, 0.02636, 0.25634, -0.23653, -0.05427, -0.40712
27.113, 0.02535, 0.24853, -0.22879, -0.05179, -0.39032
27.125, 0.02434, 0.24042, -0.22075, -0.04936, -0.37352
27.138, 0.02332, 0.23196, -0.21257, -0.04699, -0.35672
27.150, 0.02231, 0.22327, -0.20438, -0.04468, -0.33992
27.163, 0.02130, 0.21451, -0.19619, -0.04243, -0.32313
27.175, 0.02029, 0.20576, -0.18800, -0.04023, -0.30644
27.188, 0.01927, 0.19701, -0.17981, -0.03810, -0.29023
27.200, 0.01825, 0.18826, -0.17162, -0.03602, -0.27446
27.213, 0.01725, 0.17951, -0.16343, -0.03400, -0.25912
27.225, 0.01627, 0.17076, -0.15524, -0.03204, -0.24423
27.238, 0.01532, 0.16201, -0.14706, -0.03014, -0.22978
27.250, 0.01440, 0.15326, -0.13887, -0.02829, -0.21577
27.263, 0.01351, 0.14451, -0.13068, -0.02651, -0.20220
27.275, 0.01265, 0.13576, -0.12247, -0.02478, -0.18907
27.288, 0.01181, 0.12700, -0.11434, -0.02311, -0.17638
27.300, 0.01101, 0.11830, -0.10642, -0.02150, -0.16413
27.313, 0.01023, 0.10984, -0.09881, -0.01994, -0.15232
27.325, 0.00948, 0.10172, -0.09147, -0.01845, -0.14095
27.338, 0.00876, 0.09390, -0.08442, -0.01701, -0.13002
27.350, 0.00807, 0.08639, -0.07765, -0.01563, -0.11954
27.363, 0.00740, 0.07920, -0.07116, -0.01431, -0.10949
27.375, 0.00677, 0.07232, -0.06496, -0.01305, -0.09989
27.388, 0.00616, 0.06575, -0.05903, -0.01184, -0.09072
27.400, 0.00558, 0.05950, -0.05339, -0.01070, -0.08200
27.413, 0.00503, 0.05356, -0.04804, -0.00961, -0.07372
27.425, 0.00451, 0.04793, -0.04297, -0.00858, -0.06588
27.438, 0.00402, 0.04261, -0.03818, -0.00761, -0.05848
27.450, 0.00355, 0.03761, -0.03367, -0.00670, -0.05152
27.463, 0.00312, 0.03291, -0.02945, -0.00584, -0.04500
27.475, 0.00271, 0.02853, -0.02550, -0.00504, -0.03892
27.488, 0.00233, 0.02447, -0.02185, -0.00431, -0.03328
27.500, 0.00198, 0.02071, -0.01847, -0.00363, -0.02808
27.513, 0.00166, 0.01727, -0.01538, -0.00300, -0.02332
27.525, 0.00136, 0.01414, -0.01257, -0.00244, -0.01901
27.538, 0.00110, 0.01132, -0.01004, -0.00193, -0.01513
27.550, 0.00086, 0.00882, -0.00780, -0.00149, -0.01170
27.563, 0.00065, 0.00662, -0.00584, -0.00110, -0.00870
27.575, 0.00048, 0.00474, -0.00416, -0.00077, -0.00615
27.588, 0.00032, 0.00318, -0.00277, -0.00050, -0.00404
27.600, 0.00020, 0.00192, -0.00166, -0.00028, -0.00236
27.613, 0.00011, 0.00098, -0.00083, -0.00012, -0.00113
27.625, 0.00004, 0.00035, -0.00028, -0.00003, -0.00034
27.638, 0.00001, 0.00003, -0.00002, 0.00001, 0.00001
